adjmatrix, occ_original, z_score, avg_random, stdev_random
"000100100", 401, 1.841127850, 395.853000000, 2.795569031
"001100000", 1100, -12.630787789, 1205.956000000, 8.388708747
"001100010", 40, 36.527475948, 1.113000000, 1.064595869
"010100100", 0, 0.000000000, 0.000000000, 0.000000000
"010100110", 0, 0.000000000, 0.000000000, 0.000000000
"011000000", 860, 1.395794170, 853.664000000, 4.539351243
"011001000", 0, 0.000000000, 0.000000000, 0.000000000
"011100000", 0, 0.000000000, 0.000000000, 0.000000000
"011100010", 0, 0.000000000, 0.000000000, 0.000000000
"011100100", 0, 0.000000000, 0.000000000, 0.000000000
"011101000", 0, 0.000000000, 0.000000000, 0.000000000
"011101100", 0, 0.000000000, 0.000000000, 0.000000000
"011101110", 0, 0.000000000, 0.000000000, 0.000000000
